,reorder_point,order_size,total_cost,ordering_cost,holding_cost,shortage_cost,,Stats Table,,,,,,,,
1183,-5,7,235,100,0.4,134.5,,,,,,,,,,
1184,-5,7,265.9,109.2,0.5,156.2,,,,,,,,,,
1185,-5,11,235.1,106,0.7,128.4,,,,,,,,,,
1186,-5,11,246.4,110.1,0.6,135.7,,,,,,,,,,
1187,-5,11,227,103.1,1,122.8,,,,,,,,,,
1188,-5,4,264.5,103.7,0.7,160.1,,,,,,,,,,
1189,-5,4,253.5,103,0.4,150.1,,,,,,,,,,
1190,-5,4,248.3,99.2,0.6,148.5,,,,,,,,,,
1191,-5,13,225.5,104.6,0.8,120.1,,,,,,,,,,
1192,-5,13,211.3,100.6,0.9,109.8,,,,,,,,,,
1193,-5,13,227.5,102.5,1,124,,,,,,,,,,
1194,-5,16,191.2,95.9,0.6,94.7,,,,,,,,,,
1195,-5,16,209.7,102.3,0.9,106.5,,,,,,,,,,
1196,-5,16,212.6,103.3,0.8,108.5,,,,,,,,,,
1197,-5,19,203.7,99.2,0.6,103.9,,,,,,,,,,
1198,-5,19,207.6,102,0.6,105,,,,,,,,,,
1199,-5,19,191.8,98.4,0.9,92.6,,,,,,,,,,
1200,1,18,173.9,98,1.4,74.5,,,,,,,,,,
1201,1,18,167.1,94,1.6,71.5,,,,,,,,,,
1202,1,18,172.3,99.3,1.3,71.6,,,,,,,,,,
1203,1,14,190.5,99.5,1,90,,,,,,,,,,
1204,1,14,188.2,102.1,0.8,85.3,,,,,,,,,,
1205,1,14,198.2,106,0.6,91.6,,,,,,,,,,
1206,1,17,185,103.3,1,80.7,,,,,,,,,,
1207,1,17,170.8,97.8,1.1,71.9,,,,,,,,,,
1208,1,17,180.6,100.4,0.9,79.3,,,,,,,,,,
1209,1,11,200,103.4,0.8,95.8,,,,,,,,,,
1210,1,11,191.9,101.3,0.6,89.9,,,,,,,,,,
1211,1,11,207.1,106.7,0.9,99.5,,,,,,,,,,
1212,1,13,202.4,108.3,0.6,93.5,,,,,,,,,,
1213,1,13,192.5,103.2,0.7,88.6,,,,,,,,,,
1214,1,13,186.6,101.6,0.9,84.2,,,,,,,,,,
1215,1,2,228.3,99.1,0.6,128.5,,,,,,,,,,
1216,1,2,246,105.4,0.7,139.9,,,,,,,,,,
1217,1,2,247.4,106.1,0.6,140.7,,,,,,,,,,
1218,1,0,248.4,103.5,0.4,144.4,,,,,,,,,,
1219,1,0,242.3,100.7,0.6,140.9,,,,,,,,,,
1220,1,0,259.7,105.1,0.5,154.1,,,,,,,,,,
1221,1,7,220.9,105.1,0.6,115.2,,,,,,,,,,
1222,1,7,200.6,98.8,0.7,101.1,,,,,,,,,,
1223,1,7,221.7,105.4,0.7,115.6,,,,,,,,,,
1224,1,11,209.4,105.7,0.7,103,,,,,,,,,,
1225,1,11,195.4,101.8,0.7,92.9,,,,,,,,,,
1226,1,11,201.7,103,1.2,97.5,,,,,,,,,,
1227,1,8,217.1,103.8,1,112.3,,,,,,,,,,
1228,1,8,211,104.2,0.7,106.1,,,,,,,,,,
1229,1,8,208.1,102.2,0.5,105.5,,,,,,,,,,
1230,1,17,172.4,96.7,1.3,74.3,,,,,,,,,,
1231,1,17,183,104.2,1,77.8,,,,,,,,,,
1232,1,17,170.9,96.6,1.3,72.9,,,,,,,,,,
1233,1,4,225.1,101.1,0.6,123.4,,,,,,,,,,
1234,1,4,237.6,105.4,0.6,131.6,,,,,,,,,,
1235,1,4,229.3,102.6,0.6,126.1,,,,,,,,,,
1236,1,5,224.7,102,0.5,122.2,,,,,,,,,,
1237,1,5,220.2,102,0.5,117.6,,,,,,,,,,
1238,1,5,226,103.5,0.7,121.8,,,,,,,,,,
1239,1,16,175.8,98.1,1.3,76.5,,,,,,,,,,
1240,1,16,175.6,100.2,1,74.5,,,,,,,,,,
1241,1,16,188.4,104.9,0.8,82.6,,,,,,,,,,
1242,1,5,234.9,106.9,0.7,127.3,,,,,,,,,,
1243,1,5,231.5,105.3,0.6,125.6,,,,,,,,,,
1244,1,5,223.4,103.9,0.5,119.1,,,,,,,,,,
1245,1,17,169,95.5,1.6,71.9,,,,,,,,,,
1246,1,17,176.7,101.2,0.9,74.7,,,,,,,,,,
1247,1,17,174.2,97.7,1.1,75.3,,,,,,,,,,
1248,1,8,211.6,103.2,0.4,108.1,,,,,,,,,,
1249,1,8,215.9,105,0.8,110.1,,,,,,,,,,
1250,1,8,220.3,106.7,0.4,113.3,,,,,,,,,,
1251,1,18,184.9,103.2,0.9,80.8,,,,,,,,,,
1252,1,18,175.6,101.7,1,73,,,,,,,,,,
1253,1,18,165.6,97.1,0.9,67.6,,,,,,,,,,
1254,1,17,175.6,101.4,1.4,72.8,,,,,,,,,,
1255,1,17,173,97.9,1.2,73.9,,,,,,,,,,
1256,1,17,180.7,103,1.3,76.4,,,,,,,,,,
1257,1,19,173.4,99.4,1.2,72.8,,,,,,,,,,
1258,1,19,176.7,101.7,1.2,73.8,,,,,,,,,,
1259,1,19,171.5,100.3,1.4,69.7,,,,,,,,,,
1260,1,3,230,100.5,0.7,128.8,,,,,,,,,,
1261,1,3,247.3,108.2,0.5,138.7,,,,,,,,,,
1262,1,3,239.5,104.4,0.5,134.7,,,,,,,,,,
1263,1,12,216.4,111.3,0.6,104.5,,,,,,,,,,
1264,1,12,190.8,101.5,0.8,88.5,,,,,,,,,,
1265,1,12,195.5,102.6,1.1,91.9,,,,,,,,,,
1266,1,0,260.3,106.9,0.7,152.7,,,,,,,,,,
1267,1,0,253.7,105.5,0.5,147.7,,,,,,,,,,
1268,1,0,236.4,100.4,0.4,135.6,,,,,,,,,,
1269,1,8,216.7,104.8,0.3,111.5,,,,,,,,,,
1270,1,8,218,105.8,0.6,111.6,,,,,,,,,,
1271,1,8,222.5,105.6,0.7,116.2,,,,,,,,,,
1272,1,11,201.3,105.7,0.8,94.8,,,,,,,,,,
1273,1,11,204.7,106.1,0.7,97.9,,,,,,,,,,
1274,1,11,204.1,105.8,0.6,97.6,,,,,,,,,,
1275,1,12,196.9,101.3,0.9,94.6,,,,,,,,,,
1276,1,12,201.3,105.8,0.7,94.8,,,,,,,,,,
1277,1,12,194.5,104.7,0.9,88.8,,,,,,,,,,
1278,1,9,190.4,97.6,0.7,92.2,,,,,,,,,,
1279,1,9,212.4,104.4,1,107.1,,,,,,,,,,
1280,1,9,220.7,107.5,0.6,112.5,,,,,,,,,,
1281,1,19,161.2,93.6,1.9,65.7,,,,,,,,,,
1282,1,19,172.1,97.7,1.3,73.1,,,,,,,,,,
1283,1,19,168.5,97.4,1.5,69.5,,,,,,,,,,
1284,1,2,257,108.6,0.5,147.9,,,,,,,,,,
1285,1,2,245.2,105.1,0.4,139.7,,,,,,,,,,
1286,1,2,249.8,106.9,0.4,142.5,,,,,,,,,,
1287,1,1,242,102.5,0.5,139,,,,,,,,,,
1288,1,1,239.8,100.9,0.9,138,,,,,,,,,,
1289,1,1,252.6,107.2,0.6,144.8,,,,,,,,,,
1290,1,5,229,103.6,0.8,124.6,,,,,,,,,,
1291,1,5,231.1,105,0.6,125.6,,,,,,,,,,
1292,1,5,227.3,105.6,0.4,121.3,,,,,,,,,,
1293,1,13,195.9,104.3,0.8,90.7,,,,,,,,,,
1294,1,13,199.7,105.5,0.8,93.5,,,,,,,,,,
1295,1,13,190.2,101,0.7,88.6,,,,,,,,,,
1296,1,14,197.6,106.3,0.6,90.7,,,,,,,,,,
1297,1,14,187.5,102.3,0.9,84.4,,,,,,,,,,
1298,1,14,183.4,101,0.8,81.5,,,,,,,,,,
1299,1,0,245.2,101,0.7,143.5,,,,,,,,,,
1300,1,0,239.3,101.1,0.5,137.6,,,,,,,,,,
1301,1,0,249.9,104,0.8,145,,,,,,,,,,
1302,1,7,214.3,101.2,0.9,112.3,,,,,,,,,,
1303,1,7,221.1,105.4,0.5,115.1,,,,,,,,,,
1304,1,7,226.1,105.4,0.5,120.1,,,,,,,,,,
1305,1,11,197.2,103.2,0.7,93.3,,,,,,,,,,
1306,1,11,199.8,103.7,0.8,95.4,,,,,,,,,,
1307,1,11,205,105.8,0.6,98.7,,,,,,,,,,
1308,1,4,234.9,105.1,0.4,129.3,,,,,,,,,,
1309,1,4,238.8,107,0.8,131.1,,,,,,,,,,
1310,1,4,249.9,109.8,0.7,139.4,,,,,,,,,,
1311,1,13,198.7,102.6,0.7,95.3,,,,,,,,,,
1312,1,13,201.8,107.7,0.7,93.4,,,,,,,,,,
1313,1,13,187.6,102.6,0.7,84.3,,,,,,,,,,
1314,1,16,171,96.7,0.9,73.3,,,,,,,,,,
1315,1,16,177.2,97.3,1.2,78.8,,,,,,,,,,
1316,1,16,181.3,100.5,0.8,79.9,,,,,,,,,,
1317,1,19,171.6,97.7,1.7,72.2,,,,,,,,,,
1318,1,19,176.7,102.2,1.3,73.3,,,,,,,,,,
1319,1,19,179,101.4,1.4,76.2,,,,,,,,,,
1320,-4,18,198.1,100.6,0.6,96.8,,,,,,,,,,
1321,-4,18,189.5,99.5,0.8,89.2,,,,,,,,,,
1322,-4,18,187.9,95.4,0.8,91.6,,,,,,,,,,
1323,-4,14,214.4,103.8,0.6,110,,,,,,,,,,
1324,-4,14,213.3,104.4,0.8,108.1,,,,,,,,,,
1325,-4,14,211.4,102.5,0.6,108.4,,,,,,,,,,
1326,-4,17,191.5,97.3,0.8,93.4,,,,,,,,,,
1327,-4,17,203.5,104,0.9,98.6,,,,,,,,,,
1328,-4,17,201.2,102.3,0.5,98.4,,,,,,,,,,
1329,-4,11,221.4,104.6,0.7,116.2,,,,,,,,,,
1330,-4,11,208.7,99.1,0.8,108.7,,,,,,,,,,
1331,-4,11,235.8,108.3,0.7,126.8,,,,,,,,,,
1332,-4,13,211.4,101.4,0.7,109.2,,,,,,,,,,
1333,-4,13,196.6,96.4,1,99.2,,,,,,,,,,
1334,-4,13,209.2,102.2,0.5,106.4,,,,,,,,,,
1335,-4,2,264.3,104.1,0.8,159.5,,,,,,,,,,
1336,-4,2,266,103.8,0.4,161.8,,,,,,,,,,
1337,-4,2,280.8,108.8,0.6,171.3,,,,,,,,,,
1338,-4,0,279.8,105,0.6,174.1,,,,,,,,,,
1339,-4,0,279.5,103.5,0.7,175.4,,,,,,,,,,
1340,-4,0,260.3,98,0.6,161.8,,,,,,,,,,
1341,-4,7,245.6,105.8,0.6,139.3,,,,,,,,,,
1342,-4,7,241.7,104.6,0.6,136.5,,,,,,,,,,
1343,-4,7,259.3,108.8,0.5,150,,,,,,,,,,
1344,-4,11,220.9,104,0.4,116.4,,,,,,,,,,
1345,-4,11,229.5,105.4,0.8,123.2,,,,,,,,,,
1346,-4,11,221.5,102.5,0.7,118.2,,,,,,,,,,
1347,-4,8,242.3,105,0.5,136.7,,,,,,,,,,
1348,-4,8,228.1,100.1,0.5,127.5,,,,,,,,,,
1349,-4,8,233.7,102.3,0.8,130.6,,,,,,,,,,
1350,-4,17,195.4,99.3,1,95.2,,,,,,,,,,
1351,-4,17,201.2,99.2,0.9,101,,,,,,,,,,
1352,-4,17,201.3,101.1,0.4,99.8,,,,,,,,,,
1353,-4,4,255.8,103.3,0.5,152,,,,,,,,,,
1354,-4,4,258.8,103.6,0.6,154.5,,,,,,,,,,
1355,-4,4,273.7,110,0.8,163,,,,,,,,,,
1356,-4,5,257.6,105.2,1.1,151.3,,,,,,,,,,
1357,-4,5,254.6,105,0.7,148.9,,,,,,,,,,
1358,-4,5,252.8,103.7,0.9,148.2,,,,,,,,,,
1359,-4,16,195.9,99.4,0.8,95.7,,,,,,,,,,
1360,-4,16,195.7,99.8,0.8,95.2,,,,,,,,,,
1361,-4,16,202.1,100.8,0.5,100.8,,,,,,,,,,
1362,-4,5,246.8,102.3,1,143.5,,,,,,,,,,
1363,-4,5,261.5,107.4,0.6,153.6,,,,,,,,,,
1364,-4,5,249.2,102.5,0.7,146,,,,,,,,,,
1365,-4,17,194.5,98.6,0.7,95.2,,,,,,,,,,
1366,-4,17,198.2,101.2,1,96,,,,,,,,,,
1367,-4,17,212.5,104.4,1.2,106.9,,,,,,,,,,
1368,-4,8,241.5,103.9,0.4,137.3,,,,,,,,,,
1369,-4,8,235.7,103.5,0.6,131.6,,,,,,,,,,
1370,-4,8,230.5,100.1,0.6,129.9,,,,,,,,,,
1371,-4,18,197.6,100.3,0.9,96.4,,,,,,,,,,
1372,-4,18,194.5,98.3,0.7,95.6,,,,,,,,,,
1373,-4,18,200.4,101.2,0.5,98.7,,,,,,,,,,
1374,-4,17,209.6,105.7,0.6,103.4,,,,,,,,,,
1375,-4,17,208.9,103.3,0.7,104.9,,,,,,,,,,
1376,-4,17,192.4,97.5,0.7,94.3,,,,,,,,,,
1377,-4,19,189.6,99.2,0.9,89.5,,,,,,,,,,
1378,-4,19,204.1,102.1,0.7,101.3,,,,,,,,,,
1379,-4,19,193.9,97.5,0.7,95.6,,,,,,,,,,
1380,-4,3,271.4,106.8,0.6,164.1,,,,,,,,,,
1381,-4,3,254.8,101.4,0.7,152.6,,,,,,,,,,
1382,-4,3,259.7,103.7,0.5,155.5,,,,,,,,,,
1383,-4,12,220,103.9,0.5,115.6,,,,,,,,,,
1384,-4,12,218.6,103.7,0.6,114.4,,,,,,,,,,
1385,-4,12,221.5,106.1,0.6,114.8,,,,,,,,,,
1386,-4,0,265.4,100.6,0.8,164,,,,,,,,,,
1387,-4,0,277.6,104.2,0.5,172.9,,,,,,,,,,
1388,-4,0,279.2,105.7,0.5,172.9,,,,,,,,,,
1389,-4,8,224.6,100.2,0.5,123.9,,,,,,,,,,
1390,-4,8,237,104.1,0.9,132,,,,,,,,,,
1391,-4,8,232.8,102.9,0.4,129.4,,,,,,,,,,
1392,-4,11,219.1,101.1,0.6,117.3,,,,,,,,,,
1393,-4,11,220.6,101.4,0.8,118.4,,,,,,,,,,
1394,-4,11,213.4,99.5,0.8,113.1,,,,,,,,,,
1395,-4,12,219.7,102,0.6,117,,,,,,,,,,
1396,-4,12,224.6,103.9,0.7,120,,,,,,,,,,
1397,-4,12,220.8,101.8,0.8,118.1,,,,,,,,,,
1398,-4,9,236.2,105.4,0.4,130.4,,,,,,,,,,
1399,-4,9,223.2,99.7,0.6,122.9,,,,,,,,,,
1400,-4,9,233.8,103.8,1,129,,,,,,,,,,
1401,-4,19,193.2,100.1,0.8,92.2,,,,,,,,,,
1402,-4,19,202.4,101.8,0.7,99.9,,,,,,,,,,
1403,-4,19,193.4,99.9,0.8,92.8,,,,,,,,,,
1404,-4,2,245.6,98.1,1.1,146.4,,,,,,,,,,
1405,-4,2,261.1,102.4,0.6,158.1,,,,,,,,,,
1406,-4,2,271,105.8,0.4,164.8,,,,,,,,,,
1407,-4,1,268.8,102.1,0.5,166.3,,,,,,,,,,
1408,-4,1,258.4,99.9,0.7,157.7,,,,,,,,,,
1409,-4,1,275.6,105.2,0.8,169.6,,,,,,,,,,
1410,-4,5,245,102.3,0.6,142.2,,,,,,,,,,
1411,-4,5,261.3,107.6,0.7,153,,,,,,,,,,
1412,-4,5,253.6,105.7,0.6,147.3,,,,,,,,,,
1413,-4,13,208.3,99.4,0.9,108,,,,,,,,,,
1414,-4,13,221,104.4,0.4,116.1,,,,,,,,,,
1415,-4,13,217.9,104.1,0.8,113,,,,,,,,,,
1416,-4,14,212.2,103.3,0.4,108.4,,,,,,,,,,
1417,-4,14,215.1,103.4,0.8,111,,,,,,,,,,
1418,-4,14,203.3,97.5,0.9,104.9,,,,,,,,,,
1419,-4,0,284.5,106.1,0.5,177.9,,,,,,,,,,
1420,-4,0,277.9,104.1,0.7,173.1,,,,,,,,,,
1421,-4,0,274.5,104.6,0.6,169.4,,,,,,,,,,
1422,-4,7,241.1,103.5,0.7,136.9,,,,,,,,,,
1423,-4,7,240.3,103.4,0.9,136,,,,,,,,,,
1424,-4,7,241.6,102.8,0.7,138.2,,,,,,,,,,
1425,-4,11,219.7,101.9,0.6,117.2,,,,,,,,,,
1426,-4,11,223.1,102.3,0.7,120,,,,,,,,,,
1427,-4,11,221.3,102.7,0.5,118.1,,,,,,,,,,
1428,-4,4,264.5,104.5,0.9,159.1,,,,,,,,,,
1429,-4,4,249.3,101,0.6,147.8,,,,,,,,,,
1430,-4,4,255,104.4,0.9,149.7,,,,,,,,,,
1431,-4,13,227.4,106.6,0.7,120.1,,,,,,,,,,
1432,-4,13,221,106.5,0.7,113.8,,,,,,,,,,
1433,-4,13,213.5,104.6,0.6,108.3,,,,,,,,,,
1434,-4,16,194.3,97.1,0.6,96.6,,,,,,,,,,
1435,-4,16,195.2,96.4,0.7,98.1,,,,,,,,,,
1436,-4,16,199.3,101.2,0.7,97.4,,,,,,,,,,
1437,-4,19,203.5,101.4,0.6,101.5,,,,,,,,,,
1438,-4,19,188.7,96.6,0.7,91.4,,,,,,,,,,
1439,-4,19,185.9,96.7,0.6,88.6,,,,,,,,,,
1440,14,18,143.6,104,5,34.5,,,,,,,,,,
1441,14,18,140.7,102.9,5.3,32.6,,,,,,,,,,
1442,14,18,138.2,102.6,4.9,30.7,,,,,,,,,,
1443,14,14,138.5,101.2,3.5,33.8,,,,,,,,,,
1444,14,14,145.4,103,3.9,38.5,,,,,,,,,,
1445,14,14,136,100.3,4,31.7,,,,,,,,,,
1446,14,17,134.3,101.5,4.6,28.1,,,,,,,,,,
1447,14,17,139.1,103.7,5.1,30.4,,,,,,,,,,
1448,14,17,129.8,95.5,5.3,29,,,,,,,,,,
1449,14,11,147.1,103.1,2.9,41.2,,,,,,,,,,
1450,14,11,147,102.6,2.6,41.7,,,,,,,,,,
1451,14,11,146.7,103.4,3.1,40.2,,,,,,,,,,
1452,14,13,144.3,102.7,3.6,38.1,,,,,,,,,,
1453,14,13,157,107.9,2.8,46.2,,,,,,,,,,
1454,14,13,143.2,102.4,3.6,37.3,,,,,,,,,,
1455,14,2,183.2,104.6,1.2,77.3,,,,,,,,,,
1456,14,2,188.4,106.9,1,80.5,,,,,,,,,,
1457,14,2,193.8,107.6,0.9,85.2,,,,,,,,,,
1458,14,0,189,102.8,0.8,85.4,,,,,,,,,,
1459,14,0,185.4,103,1,81.5,,,,,,,,,,
1460,14,0,195.1,104.6,1,89.4,,,,,,,,,,
1461,14,7,169.9,106.3,1.8,61.8,,,,,,,,,,
1462,14,7,163.6,105.3,1.7,56.7,,,,,,,,,,
1463,14,7,166.9,107.6,1.5,57.7,,,,,,,,,,
1464,14,11,154.7,105.9,2.8,46,,,,,,,,,,
1465,14,11,137.1,96,3.5,37.6,,,,,,,,,,
1466,14,11,157.5,107.1,2.5,47.9,,,,,,,,,,
1467,14,8,156.4,104.2,1.9,50.3,,,,,,,,,,
1468,14,8,159.4,104.4,2,52.9,,,,,,,,,,
1469,14,8,161.3,105.5,2.2,53.6,,,,,,,,,,
1470,14,17,137,101.3,4.9,30.8,,,,,,,,,,
1471,14,17,137.2,101.9,4.7,30.5,,,,,,,,,,
1472,14,17,138.8,102,4.6,32.2,,,,,,,,,,
1473,14,4,176.4,105.3,1,70.1,,,,,,,,,,
1474,14,4,171.6,104.3,1.1,66.2,,,,,,,,,,
1475,14,4,169.7,103.6,1.3,64.7,,,,,,,,,,
1476,14,5,148,96.7,2.2,49.1,,,,,,,,,,
1477,14,5,172.7,104.9,1.4,66.4,,,,,,,,,,
1478,14,5,165.7,102.8,1.6,61.3,,,,,,,,,,
1479,14,16,132.1,100.5,4.9,26.8,,,,,,,,,,
1480,14,16,146.8,105.2,3.9,37.7,,,,,,,,,,
1481,14,16,142.1,102.3,4.3,35.5,,,,,,,,,,
1482,14,5,175.2,107.3,1.2,66.7,,,,,,,,,,
1483,14,5,166.5,103.2,1.6,61.8,,,,,,,,,,
1484,14,5,164.4,104.5,1.4,58.5,,,,,,,,,,
1485,14,17,142,101.7,4.8,35.4,,,,,,,,,,
1486,14,17,133.1,98,5.1,30.1,,,,,,,,,,
1487,14,17,137.8,101.3,5.4,31.1,,,,,,,,,,
1488,14,8,156.9,103.2,2.1,51.6,,,,,,,,,,
1489,14,8,151.9,102,2.1,47.8,,,,,,,,,,
1490,14,8,158.5,104.6,2.1,51.8,,,,,,,,,,
1491,14,18,133.9,99,5,29.9,,,,,,,,,,
1492,14,18,134.3,98.9,5,30.3,,,,,,,,,,
1493,14,18,139.5,102.4,4.8,32.3,,,,,,,,,,
1494,14,17,142.4,104,4.1,34.3,,,,,,,,,,
1495,14,17,140.8,99.4,5.1,36.3,,,,,,,,,,
1496,14,17,146,105.1,4.3,36.7,,,,,,,,,,
1497,14,19,127,96.2,6.3,24.5,,,,,,,,,,
1498,14,19,126.5,94.3,6.4,25.8,,,,,,,,,,
1499,14,19,137.3,100.9,5.1,31.3,,,,,,,,,,
1500,14,3,188.1,107,0.9,80.3,,,,,,,,,,
1501,14,3,171.2,102.6,1.5,67.1,,,,,,,,,,
1502,14,3,176.9,103.1,1.3,72.4,,,,,,,,,,
1503,14,12,141.2,101.4,3,36.9,,,,,,,,,,
1504,14,12,146.7,105.4,2.9,38.3,,,,,,,,,,
1505,14,12,150.4,106.1,2.9,41.4,,,,,,,,,,
1506,14,0,187.6,103.7,0.9,83.1,,,,,,,,,,
1507,14,0,190.7,103.9,0.9,86,,,,,,,,,,
1508,14,0,192.9,106.5,0.7,85.7,,,,,,,,,,
1509,14,8,156.9,102.5,2.5,51.8,,,,,,,,,,
1510,14,8,149.7,100.7,2.2,46.8,,,,,,,,,,
1511,14,8,169.6,108,1.6,60.1,,,,,,,,,,
1512,14,11,153.6,105.6,2.3,45.7,,,,,,,,,,
1513,14,11,149,105.3,2.8,40.9,,,,,,,,,,
1514,14,11,144.9,101.2,3.2,40.5,,,,,,,,,,
1515,14,12,147.3,105,2.9,39.4,,,,,,,,,,
1516,14,12,144,101.5,3.6,38.9,,,,,,,,,,
1517,14,12,148.3,103.7,3,41.5,,,,,,,,,,
1518,14,9,155.6,105,2.2,48.4,,,,,,,,,,
1519,14,9,162.6,107.3,2,53.2,,,,,,,,,,
1520,14,9,152.7,104,2.2,46.6,,,,,,,,,,
1521,14,19,136.6,100.1,5.5,31,,,,,,,,,,
1522,14,19,136.4,102.1,5.5,28.8,,,,,,,,,,
1523,14,19,129.2,94.8,5.7,28.7,,,,,,,,,,
1524,14,2,180.1,103.7,0.9,75.5,,,,,,,,,,
1525,14,2,163.7,99.2,1.1,63.4,,,,,,,,,,
1526,14,2,184.4,106.4,0.9,77.1,,,,,,,,,,
1527,14,1,176.3,102.1,0.9,73.3,,,,,,,,,,
1528,14,1,196.2,107.5,0.7,88,,,,,,,,,,
1529,14,1,184.3,103.4,1,79.9,,,,,,,,,,
1530,14,5,180.7,108.4,1.1,71.2,,,,,,,,,,
1531,14,5,181.1,107.6,1.4,72.1,,,,,,,,,,
1532,14,5,159.3,101.2,1.7,56.5,,,,,,,,,,
1533,14,13,147.9,105.1,3,39.7,,,,,,,,,,
1534,14,13,142.6,105,2.9,34.6,,,,,,,,,,
1535,14,13,143.1,103.3,3.4,36.4,,,,,,,,,,
1536,14,14,151.9,109.6,3.4,38.9,,,,,,,,,,
1537,14,14,137.3,101.9,4.5,30.9,,,,,,,,,,
1538,14,14,134.2,98.7,4.2,31.4,,,,,,,,,,
1539,14,0,202.5,108.3,0.7,93.6,,,,,,,,,,
1540,14,0,191.4,106.2,0.5,84.6,,,,,,,,,,
1541,14,0,190,106,0.9,83.1,,,,,,,,,,
1542,14,7,149.4,99.9,2.2,47.4,,,,,,,,,,
1543,14,7,161,104.4,1.9,54.8,,,,,,,,,,
1544,14,7,163.9,105.2,1.6,57,,,,,,,,,,
1545,14,11,151.1,104.9,2.8,43.4,,,,,,,,,,
1546,14,11,149,104.8,2.5,41.6,,,,,,,,,,
1547,14,11,151.6,104.2,2.8,44.6,,,,,,,,,,
1548,14,4,162.4,101.6,1.3,59.6,,,,,,,,,,
1549,14,4,172.1,104,1.2,66.9,,,,,,,,,,
1550,14,4,170.4,103.9,1.4,65.1,,,,,,,,,,
1551,14,13,134,97,4,33,,,,,,,,,,
1552,14,13,143.2,103.1,3.6,36.5,,,,,,,,,,
1553,14,13,141.6,99.7,4,37.9,,,,,,,,,,
1554,14,16,133.8,102,4.7,27.1,,,,,,,,,,
1555,14,16,139.1,102.4,4.7,32,,,,,,,,,,
1556,14,16,132.2,98.9,4.6,28.6,,,,,,,,,,
1557,14,19,130.1,97.1,5.2,27.7,,,,,,,,,,
1558,14,19,131.3,98.4,5.8,27,,,,,,,,,,
1559,14,19,134.5,100.3,5.2,29,,,,,,,,,,
1560,-12,18,228.7,98.2,0.7,129.7,,,,,,,,,,
1561,-12,18,247.8,104,0.6,143.2,,,,,,,,,,
1562,-12,18,225,96.1,0.5,128.3,,,,,,,,,,
1563,-12,14,238.5,97.3,0.6,140.7,,,,,,,,,,
1564,-12,14,253.6,101.6,0.6,151.4,,,,,,,,,,
1565,-12,14,241.5,100.7,0.5,140.3,,,,,,,,,,
1566,-12,17,227.5,95.4,0.8,131.3,,,,,,,,,,
1567,-12,17,230.7,97.6,0.5,132.6,,,,,,,,,,
1568,-12,17,244.7,102,0.4,142.3,,,,,,,,,,
1569,-12,11,270.9,107.5,0.6,162.8,,,,,,,,,,
1570,-12,11,275,107.8,0.5,166.7,,,,,,,,,,
1571,-12,11,257.7,102.2,0.6,154.9,,,,,,,,,,
1572,-12,13,249,101.9,0.6,146.5,,,,,,,,,,
1573,-12,13,256.2,101.9,0.5,153.8,,,,,,,,,,
1574,-12,13,262.5,105.3,0.6,156.6,,,,,,,,,,
1575,-12,2,314.6,106.5,0.9,207.2,,,,,,,,,,
1576,-12,2,287.5,98.6,0.7,188.3,,,,,,,,,,
1577,-12,2,303,102.5,0.6,199.9,,,,,,,,,,
1578,-12,0,318,104.4,0.8,212.8,,,,,,,,,,
1579,-12,0,304.7,99.1,0.7,205,,,,,,,,,,
1580,-12,0,312,102.4,0.9,208.8,,,,,,,,,,
1581,-12,7,290.6,105.8,0.6,184.1,,,,,,,,,,
1582,-12,7,267.7,99.4,0.7,167.6,,,,,,,,,,
1583,-12,7,276.4,102.8,0.5,173.1,,,,,,,,,,
1584,-12,11,262.3,104,0.8,157.5,,,,,,,,,,
1585,-12,11,267.7,103.4,0.8,163.5,,,,,,,,,,
1586,-12,11,267.7,106,0.4,161.3,,,,,,,,,,
1587,-12,8,285.9,105.2,0.7,180,,,,,,,,,,
1588,-12,8,291.3,107.7,0.6,183,,,,,,,,,,
1589,-12,8,281,106.2,0.5,174.4,,,,,,,,,,
1590,-12,17,242.3,102.4,0.6,139.3,,,,,,,,,,
1591,-12,17,238.4,100.2,0.8,137.3,,,,,,,,,,
1592,-12,17,235.3,99,0.5,135.8,,,,,,,,,,
1593,-12,4,289.9,101.5,0.9,187.5,,,,,,,,,,
1594,-12,4,304.7,106,0.7,197.9,,,,,,,,,,
1595,-12,4,285.9,100.6,0.6,184.7,,,,,,,,,,
1596,-12,5,294.8,106.6,0.4,187.9,,,,,,,,,,
1597,-12,5,298.1,107,0.7,190.4,,,,,,,,,,
1598,-12,5,282.3,102.7,0.5,179.1,,,,,,,,,,
1599,-12,16,233.4,99,1,133.4,,,,,,,,,,
1600,-12,16,216,94.9,0.5,120.5,,,,,,,,,,
1601,-12,16,239.4,99.9,0.6,138.9,,,,,,,,,,
1602,-12,5,293.1,104,0.4,188.6,,,,,,,,,,
1603,-12,5,295.2,105.5,0.8,188.8,,,,,,,,,,
1604,-12,5,286.7,102.6,0.8,183.3,,,,,,,,,,
1605,-12,17,235.5,99.8,0.5,135.1,,,,,,,,,,
1606,-12,17,237.7,100.7,0.4,136.6,,,,,,,,,,
1607,-12,17,229.2,96,0.9,132.3,,,,,,,,,,
1608,-12,8,279.4,105.8,0.4,173.2,,,,,,,,,,
1609,-12,8,279.3,104.7,0.9,173.7,,,,,,,,,,
