,reorder_point,order_size,total_cost,ordering_cost,holding_cost,shortage_cost,,Stats Table,,,,,,,,
2348,-11,0,307.2,103.8,0.7,202.6,,,,,,,,,,
2349,-11,8,274.8,104.1,0.8,169.9,,,,,,,,,,
2350,-11,8,281.5,107.3,0.6,173.5,,,,,,,,,,
2351,-11,8,269.4,103.6,0.6,165.2,,,,,,,,,,
2352,-11,11,248.3,99.9,0.9,147.6,,,,,,,,,,
2353,-11,11,251.1,102.2,0.4,148.4,,,,,,,,,,
2354,-11,11,245.8,99.6,1.2,145,,,,,,,,,,
2355,-11,12,259.3,105.1,0.5,153.8,,,,,,,,,,
2356,-11,12,237.6,98.3,0.6,138.7,,,,,,,,,,
2357,-11,12,247.1,100.2,1.1,145.8,,,,,,,,,,
2358,-11,9,258.7,101.5,0.6,156.6,,,,,,,,,,
2359,-11,9,255.3,99.4,0.8,155.1,,,,,,,,,,
2360,-11,9,267.3,104.3,0.7,162.3,,,,,,,,,,
2361,-11,19,227.5,99.1,0.6,127.8,,,,,,,,,,
2362,-11,19,232.9,101.7,0.7,130.5,,,,,,,,,,
2363,-11,19,228.3,98.8,0.6,129,,,,,,,,,,
2364,-11,2,307.2,106.7,0.8,199.6,,,,,,,,,,
2365,-11,2,298.4,103,0.5,194.8,,,,,,,,,,
2366,-11,2,310.8,107.6,0.5,202.6,,,,,,,,,,
2367,-11,1,298.4,102.6,0.6,195.2,,,,,,,,,,
2368,-11,1,290.5,98.3,0.7,191.5,,,,,,,,,,
2369,-11,1,308.9,105.4,0.9,202.6,,,,,,,,,,
2370,-11,5,291.1,105.6,0.5,184.9,,,,,,,,,,
2371,-11,5,286.5,104.6,0.5,181.5,,,,,,,,,,
2372,-11,5,277,101.6,0.5,174.8,,,,,,,,,,
2373,-11,13,246,102.5,0.8,142.6,,,,,,,,,,
2374,-11,13,246.8,101.6,1.1,144.1,,,,,,,,,,
2375,-11,13,248,101.8,0.5,145.7,,,,,,,,,,
2376,-11,14,251.6,104.8,0.3,146.5,,,,,,,,,,
2377,-11,14,251.3,104.5,0.7,146.1,,,,,,,,,,
2378,-11,14,239.4,101.1,0.8,137.5,,,,,,,,,,
2379,-11,0,314.7,105.3,0.9,208.5,,,,,,,,,,
2380,-11,0,308.8,102.8,0.6,205.3,,,,,,,,,,
2381,-11,0,310,104.6,0.4,205,,,,,,,,,,
2382,-11,7,262.3,99.6,0.7,162.1,,,,,,,,,,
2383,-11,7,262.7,99,0.7,163,,,,,,,,,,
2384,-11,7,271.1,102.5,0.7,167.9,,,,,,,,,,
2385,-11,11,259.4,103.2,0.8,155.4,,,,,,,,,,
2386,-11,11,248.6,99.4,0.6,148.5,,,,,,,,,,
2387,-11,11,271.2,107.3,0.8,163,,,,,,,,,,
2388,-11,4,277.4,99.3,0.9,177.1,,,,,,,,,,
2389,-11,4,291.9,103.8,0.4,187.6,,,,,,,,,,
2390,-11,4,281.9,101.6,0.5,179.9,,,,,,,,,,
2391,-11,13,246.9,100.2,0.7,145.9,,,,,,,,,,
2392,-11,13,243.1,102,0.3,140.7,,,,,,,,,,
2393,-11,13,249.9,104.8,0.6,144.4,,,,,,,,,,
2394,-11,16,249.4,106.6,0.5,142.3,,,,,,,,,,
2395,-11,16,241.1,102.4,0.7,138,,,,,,,,,,
2396,-11,16,244.1,105.6,0.4,138.1,,,,,,,,,,
2397,-11,19,219.6,97,0.6,122,,,,,,,,,,
2398,-11,19,234.3,101.3,0.6,132.3,,,,,,,,,,
2399,-11,19,234,100.2,0.9,132.8,,,,,,,,,,
2400,1,18,162.8,91.7,1.6,69.5,,,,,,,,,,
2401,1,18,182.1,102,0.9,79.2,,,,,,,,,,
2402,1,18,175.9,99.2,1.1,75.5,,,,,,,,,,
2403,1,14,197.5,104.5,0.8,92.2,,,,,,,,,,
2404,1,14,195.8,105.6,0.8,89.3,,,,,,,,,,
2405,1,14,179.3,97.6,1.1,80.6,,,,,,,,,,
2406,1,17,176.4,98.8,1,76.6,,,,,,,,,,
2407,1,17,173,97.2,1.4,74.3,,,,,,,,,,
2408,1,17,170.9,98.3,1,71.6,,,,,,,,,,
2409,1,11,195.1,102,0.9,92.2,,,,,,,,,,
2410,1,11,197.7,102.6,0.7,94.4,,,,,,,,,,
2411,1,11,199.4,103.4,0.9,95.1,,,,,,,,,,
2412,1,13,185.3,100.4,1.1,83.8,,,,,,,,,,
2413,1,13,202.8,106.9,0.8,95.2,,,,,,,,,,
2414,1,13,188.2,101.7,0.8,85.7,,,,,,,,,,
2415,1,2,239,103.7,0.8,134.6,,,,,,,,,,
2416,1,2,233.5,100.7,0.7,132.1,,,,,,,,,,
2417,1,2,249.9,106.6,0.4,142.8,,,,,,,,,,
2418,1,0,256.6,106.6,0.5,149.6,,,,,,,,,,
2419,1,0,254.5,104.9,0.8,148.8,,,,,,,,,,
2420,1,0,255.8,104.7,0.7,150.4,,,,,,,,,,
2421,1,7,216.3,103.2,0.6,112.4,,,,,,,,,,
2422,1,7,240.1,110.2,0.5,129.4,,,,,,,,,,
2423,1,7,216,102.9,0.5,112.6,,,,,,,,,,
2424,1,11,205.8,106.3,0.8,98.7,,,,,,,,,,
2425,1,11,205,105.7,0.6,98.7,,,,,,,,,,
2426,1,11,187.6,99.7,0.7,87.2,,,,,,,,,,
2427,1,8,213.4,103.8,0.7,108.9,,,,,,,,,,
2428,1,8,206.2,101.2,0.7,104.2,,,,,,,,,,
2429,1,8,213.8,104.1,0.6,109.1,,,,,,,,,,
2430,1,17,168.7,95.9,1.5,71.3,,,,,,,,,,
2431,1,17,191.5,105.1,0.9,85.4,,,,,,,,,,
2432,1,17,174,98.9,1.7,73.4,,,,,,,,,,
2433,1,4,226.5,103.1,0.8,122.6,,,,,,,,,,
2434,1,4,235.6,104.7,0.5,130.4,,,,,,,,,,
2435,1,4,232.7,103.4,0.8,128.4,,,,,,,,,,
2436,1,5,230.3,105,0.6,124.6,,,,,,,,,,
2437,1,5,224,102.5,1,120.4,,,,,,,,,,
2438,1,5,232,105.3,0.7,126.1,,,,,,,,,,
2439,1,16,184,100.4,1,82.6,,,,,,,,,,
2440,1,16,175.7,100.4,1.1,74.3,,,,,,,,,,
2441,1,16,172.4,97.9,1.4,73.1,,,,,,,,,,
2442,1,5,223.6,102.8,0.5,120.2,,,,,,,,,,
2443,1,5,233.4,106.8,0.7,126,,,,,,,,,,
2444,1,5,220.4,102.9,0.4,117.2,,,,,,,,,,
2445,1,17,167.7,95.9,1.4,70.4,,,,,,,,,,
2446,1,17,180.1,99.9,1,79.2,,,,,,,,,,
2447,1,17,188.7,105.3,1.1,82.4,,,,,,,,,,
2448,1,8,216.2,104.2,0.7,111.3,,,,,,,,,,
2449,1,8,215.2,104.4,0.7,110.1,,,,,,,,,,
2450,1,8,207.9,101.3,0.6,105.9,,,,,,,,,,
2451,1,18,192.8,107.1,1,84.7,,,,,,,,,,
2452,1,18,177,99.1,1.2,76.6,,,,,,,,,,
2453,1,18,176.5,102.2,1.1,73.1,,,,,,,,,,
2454,1,17,180.9,101.2,1.5,78.2,,,,,,,,,,
2455,1,17,169.2,96.5,1.3,71.4,,,,,,,,,,
2456,1,17,167.7,93.8,1.7,72.2,,,,,,,,,,
2457,1,19,164.6,96.4,1.4,66.9,,,,,,,,,,
2458,1,19,174.8,98.7,1.3,74.8,,,,,,,,,,
2459,1,19,183.9,103.7,1.2,79,,,,,,,,,,
2460,1,3,244.8,106.9,0.4,137.4,,,,,,,,,,
2461,1,3,231.8,102.4,0.8,128.6,,,,,,,,,,
2462,1,3,226.7,101.1,1,124.6,,,,,,,,,,
2463,1,12,198.7,103.8,0.8,94,,,,,,,,,,
2464,1,12,190.7,101,0.8,88.8,,,,,,,,,,
2465,1,12,206.7,107.4,0.6,98.7,,,,,,,,,,
2466,1,0,259.5,106.6,0.5,152.5,,,,,,,,,,
2467,1,0,259.5,104.9,0.6,154.1,,,,,,,,,,
2468,1,0,243.5,102.7,0.6,140.2,,,,,,,,,,
2469,1,8,212.1,103.1,0.9,108,,,,,,,,,,
2470,1,8,214.8,105.1,0.5,109.1,,,,,,,,,,
2471,1,8,204.7,100.2,0.8,103.8,,,,,,,,,,
2472,1,11,194.4,102.2,0.8,91.4,,,,,,,,,,
2473,1,11,201.7,105.8,0.7,95.1,,,,,,,,,,
2474,1,11,192.5,101.8,0.9,89.7,,,,,,,,,,
2475,1,12,190.5,102.1,0.7,87.7,,,,,,,,,,
2476,1,12,199.3,105.5,0.8,93,,,,,,,,,,
2477,1,12,188.3,99.2,1.3,87.8,,,,,,,,,,
2478,1,9,220.5,107.4,0.7,112.4,,,,,,,,,,
2479,1,9,222.3,108.9,0.6,112.8,,,,,,,,,,
2480,1,9,213.2,105.3,0.7,107.1,,,,,,,,,,
2481,1,19,171.3,99.5,1.3,70.5,,,,,,,,,,
2482,1,19,183,105.4,1.1,76.5,,,,,,,,,,
2483,1,19,181.2,102.4,1.3,77.5,,,,,,,,,,
2484,1,2,244.9,104.8,0.5,139.6,,,,,,,,,,
2485,1,2,246.1,104.6,0.5,140.9,,,,,,,,,,
2486,1,2,246.7,105.9,0.5,140.4,,,,,,,,,,
2487,1,1,255.5,107.3,0.4,147.8,,,,,,,,,,
2488,1,1,247.4,104.8,0.6,141.9,,,,,,,,,,
2489,1,1,242.4,103.4,0.5,138.4,,,,,,,,,,
2490,1,5,242.8,107.1,0.7,135,,,,,,,,,,
2491,1,5,224.8,103.8,0.5,120.5,,,,,,,,,,
2492,1,5,223.8,102.6,1,120.2,,,,,,,,,,
2493,1,13,195.7,105.2,0.8,89.7,,,,,,,,,,
2494,1,13,187.1,100.6,0.8,85.8,,,,,,,,,,
2495,1,13,183.5,98.3,1.2,84,,,,,,,,,,
2496,1,14,185.3,102.1,0.9,82.3,,,,,,,,,,
2497,1,14,185.9,101.8,1,83,,,,,,,,,,
2498,1,14,189.2,102,0.6,86.6,,,,,,,,,,
2499,1,0,246.9,102,0.6,144.4,,,,,,,,,,
2500,1,0,255.6,103.7,0.6,151.3,,,,,,,,,,
2501,1,0,254.8,105.2,0.4,149.2,,,,,,,,,,
2502,1,7,217,104.3,0.7,111.9,,,,,,,,,,
2503,1,7,222.4,104.8,0.6,117,,,,,,,,,,
2504,1,7,226.2,105.8,0.7,119.7,,,,,,,,,,
2505,1,11,205.1,106.4,0.6,98.1,,,,,,,,,,
2506,1,11,215.2,108.6,0.6,106,,,,,,,,,,
2507,1,11,198.7,102.7,0.6,95.3,,,,,,,,,,
2508,1,4,238.6,106.2,0.4,132.1,,,,,,,,,,
2509,1,4,224.7,101.4,0.8,122.5,,,,,,,,,,
2510,1,4,237.7,106,0.4,131.3,,,,,,,,,,
2511,1,13,187.3,100.5,1.1,85.6,,,,,,,,,,
2512,1,13,195.1,102.5,1,91.7,,,,,,,,,,
2513,1,13,184.7,101.2,0.7,82.8,,,,,,,,,,
2514,1,16,189.3,104.2,1.4,83.7,,,,,,,,,,
2515,1,16,181,101.8,1,78.2,,,,,,,,,,
2516,1,16,183.8,102.5,0.9,80.4,,,,,,,,,,
2517,1,19,169.2,95.9,1.5,71.8,,,,,,,,,,
2518,1,19,169.4,102.9,1.2,65.2,,,,,,,,,,
2519,1,19,179.6,101.5,1.1,77,,,,,,,,,,
2520,5,18,149,94.5,2.2,52.4,,,,,,,,,,
2521,5,18,161.6,102.9,1.7,57,,,,,,,,,,
2522,5,18,164,101.3,2.3,60.4,,,,,,,,,,
2523,5,14,164.4,100.2,1.4,62.9,,,,,,,,,,
2524,5,14,180.2,103.6,1,75.5,,,,,,,,,,
2525,5,14,167.5,101,1.5,65.1,,,,,,,,,,
2526,5,17,162,100.1,1.8,60,,,,,,,,,,
2527,5,17,157.5,100.1,2,55.4,,,,,,,,,,
2528,5,17,159,99.3,2,57.7,,,,,,,,,,
2529,5,11,172.2,99,1.1,72,,,,,,,,,,
2530,5,11,196.6,109.2,0.9,86.5,,,,,,,,,,
2531,5,11,190.8,106.1,1,83.7,,,,,,,,,,
2532,5,13,177.9,104,1.1,72.8,,,,,,,,,,
2533,5,13,169.5,102.6,1.2,65.7,,,,,,,,,,
2534,5,13,170.9,101,1.3,68.6,,,,,,,,,,
2535,5,2,219.9,104.4,0.6,114.8,,,,,,,,,,
2536,5,2,209.7,100.1,0.8,108.9,,,,,,,,,,
2537,5,2,227.8,105.5,0.6,121.8,,,,,,,,,,
2538,5,0,242.2,107.8,0.6,133.8,,,,,,,,,,
2539,5,0,224,101.2,1,121.8,,,,,,,,,,
2540,5,0,225.4,102,0.8,122.6,,,,,,,,,,
2541,5,7,203.8,105.4,0.7,97.7,,,,,,,,,,
2542,5,7,193,102.1,0.8,90.1,,,,,,,,,,
2543,5,7,204.1,106,0.7,97.4,,,,,,,,,,
2544,5,11,180.3,102.5,1.2,76.7,,,,,,,,,,
2545,5,11,182.9,104.7,0.9,77.3,,,,,,,,,,
2546,5,11,185.6,103.9,1.1,80.6,,,,,,,,,,
2547,5,8,186.1,101.8,0.9,83.4,,,,,,,,,,
2548,5,8,206.9,106.2,0.9,99.8,,,,,,,,,,
2549,5,8,188.3,101.5,0.8,86,,,,,,,,,,
2550,5,17,161.8,100.9,1.7,59.2,,,,,,,,,,
2551,5,17,165.7,102.7,1.5,61.5,,,,,,,,,,
2552,5,17,157.5,100.3,1.9,55.3,,,,,,,,,,
2553,5,4,220.1,107.4,0.7,112,,,,,,,,,,
2554,5,4,221.1,106.1,0.5,114.5,,,,,,,,,,
2555,5,4,213.1,104.4,0.5,108.2,,,,,,,,,,
2556,5,5,206.1,103.3,0.6,102.2,,,,,,,,,,
2557,5,5,191.9,99.2,0.7,92,,,,,,,,,,
2558,5,5,207.7,104,0.9,102.8,,,,,,,,,,
2559,5,16,157.3,97.3,1.8,58.2,,,,,,,,,,
2560,5,16,160.5,100.2,1.4,58.8,,,,,,,,,,
2561,5,16,159.8,99.8,2,58,,,,,,,,,,
2562,5,5,221.9,109,0.5,112.4,,,,,,,,,,
2563,5,5,210.5,104.6,0.6,105.3,,,,,,,,,,
2564,5,5,220.3,107.5,0.4,112.4,,,,,,,,,,
2565,5,17,164.8,104.2,1.9,58.8,,,,,,,,,,
2566,5,17,153.8,95.2,2.2,56.4,,,,,,,,,,
2567,5,17,163.6,100.5,2.1,61,,,,,,,,,,
2568,5,8,202.3,106.8,0.6,94.8,,,,,,,,,,
2569,5,8,191.2,103.8,0.8,86.7,,,,,,,,,,
2570,5,8,193.5,103.5,0.9,89.2,,,,,,,,,,
2571,5,18,169.8,102,1.9,65.9,,,,,,,,,,
2572,5,18,154.5,99.3,1.8,53.4,,,,,,,,,,
2573,5,18,160.3,99.6,1.9,58.9,,,,,,,,,,
2574,5,17,168.4,102.1,1.4,64.9,,,,,,,,,,
2575,5,17,161.2,99.8,2.1,59.4,,,,,,,,,,
2576,5,17,150.4,94.3,1.9,54.2,,,,,,,,,,
2577,5,19,167.4,103.8,1.7,61.9,,,,,,,,,,
2578,5,19,156.4,98.3,2.6,55.5,,,,,,,,,,
2579,5,19,141.8,93.8,2.4,45.5,,,,,,,,,,
2580,5,3,228.2,106.2,0.8,121.2,,,,,,,,,,
2581,5,3,236,110.3,0.4,125.3,,,,,,,,,,
2582,5,3,214.1,102.4,0.6,111,,,,,,,,,,
2583,5,12,169.6,101.2,1.1,67.3,,,,,,,,,,
2584,5,12,163.5,98.3,1.2,64,,,,,,,,,,
2585,5,12,174.5,100,1.2,73.3,,,,,,,,,,
2586,5,0,227.1,103.2,0.6,123.3,,,,,,,,,,
2587,5,0,226.9,102,0.5,124.4,,,,,,,,,,
2588,5,0,235.6,105.2,0.5,129.8,,,,,,,,,,
2589,5,8,195.2,103.9,0.8,90.5,,,,,,,,,,
2590,5,8,206.1,108.1,0.7,97.3,,,,,,,,,,
2591,5,8,208,109.1,0.7,98.1,,,,,,,,,,
2592,5,11,190.7,107.2,0.7,82.8,,,,,,,,,,
2593,5,11,196.2,109.7,1,85.5,,,,,,,,,,
2594,5,11,188.4,105.8,1,81.6,,,,,,,,,,
2595,5,12,176.2,101.2,1.4,73.6,,,,,,,,,,
2596,5,12,178,102,1.1,74.8,,,,,,,,,,
2597,5,12,174,101.5,1.3,71.2,,,,,,,,,,
2598,5,9,189.5,104.4,0.6,84.4,,,,,,,,,,
2599,5,9,191.5,104.7,0.9,85.9,,,,,,,,,,
2600,5,9,182.5,101,0.9,80.6,,,,,,,,,,
2601,5,19,159.5,99.4,2.2,57.9,,,,,,,,,,
2602,5,19,154,95,2.4,56.6,,,,,,,,,,
2603,5,19,155.7,98.6,2.1,55,,,,,,,,,,
2604,5,2,223,103.5,0.8,118.7,,,,,,,,,,
2605,5,2,222,104.2,0.9,117,,,,,,,,,,
2606,5,2,225.7,105.4,0.5,119.8,,,,,,,,,,
2607,5,1,224,102.4,0.7,120.9,,,,,,,,,,
2608,5,1,231.5,104.6,0.8,126,,,,,,,,,,
2609,5,1,229,105.8,0.5,122.7,,,,,,,,,,
2610,5,5,217.4,107.5,0.8,109.1,,,,,,,,,,
2611,5,5,224.3,109.6,0.6,114.1,,,,,,,,,,
2612,5,5,207.7,103.3,0.7,103.7,,,,,,,,,,
2613,5,13,172.6,102.5,1,69.1,,,,,,,,,,
2614,5,13,178.3,103.6,1.4,73.3,,,,,,,,,,
2615,5,13,176.8,103.3,1.1,72.4,,,,,,,,,,
2616,5,14,159.4,99.5,1.5,58.4,,,,,,,,,,
2617,5,14,173,104.7,1.2,67.1,,,,,,,,,,
2618,5,14,174.4,103.4,1.4,69.6,,,,,,,,,,
2619,5,0,232.1,104,0.6,127.5,,,,,,,,,,
2620,5,0,244.3,108.4,0.9,135.1,,,,,,,,,,
2621,5,0,237.5,105.8,0.5,131.2,,,,,,,,,,
2622,5,7,197.4,103.6,0.6,93.2,,,,,,,,,,
2623,5,7,215,108.1,0.9,105.9,,,,,,,,,,
2624,5,7,203.4,104.9,0.6,97.9,,,,,,,,,,
2625,5,11,193.7,105.6,0.9,87.2,,,,,,,,,,
2626,5,11,179.6,100.7,1.3,77.6,,,,,,,,,,
2627,5,11,191.1,106.8,0.8,83.5,,,,,,,,,,
2628,5,4,210.1,103.8,0.7,105.6,,,,,,,,,,
2629,5,4,212.9,104.5,0.7,107.6,,,,,,,,,,
2630,5,4,199.8,99.4,0.7,99.7,,,,,,,,,,
2631,5,13,168.6,100.7,1.2,66.7,,,,,,,,,,
2632,5,13,175,103.8,1.4,69.9,,,,,,,,,,
2633,5,13,170.2,102.3,1.7,66.2,,,,,,,,,,
2634,5,16,167.9,101,1.7,65.2,,,,,,,,,,
2635,5,16,169.8,103.4,1.8,64.6,,,,,,,,,,
2636,5,16,165,102.5,1.2,61.3,,,,,,,,,,
2637,5,19,160.4,98.8,2.1,59.5,,,,,,,,,,
2638,5,19,170.9,103.2,2.2,65.6,,,,,,,,,,
2639,5,19,159.2,99.1,2.2,57.8,,,,,,,,,,
2640,19,18,120.6,95.8,8.5,16.3,,,,,,,,,,
2641,19,18,133.8,104.8,8,21,,,,,,,,,,
2642,19,18,128.7,100.7,8.1,19.9,,,,,,,,,,
2643,19,14,131.9,103.2,6.5,22.3,,,,,,,,,,
2644,19,14,131.5,102.1,6.4,22.9,,,,,,,,,,
2645,19,14,130.3,100.6,6.3,23.4,,,,,,,,,,
2646,19,17,133,104.7,6.9,21.5,,,,,,,,,,
2647,19,17,129.9,102.3,7.2,20.4,,,,,,,,,,
2648,19,17,130.4,102.5,7.5,20.4,,,,,,,,,,
2649,19,11,134.8,103.4,5.2,26.2,,,,,,,,,,
2650,19,11,139,105.5,4.1,29.4,,,,,,,,,,
2651,19,11,131.1,102.8,5.3,22.9,,,,,,,,,,
2652,19,13,136.8,105.3,5.1,26.4,,,,,,,,,,
2653,19,13,129.5,100.2,6.3,22.9,,,,,,,,,,
2654,19,13,133.7,103,5.7,25,,,,,,,,,,
2655,19,2,153.7,102.1,2,49.6,,,,,,,,,,
2656,19,2,161.7,103.4,1.9,56.4,,,,,,,,,,
2657,19,2,160.2,103.9,2,54.3,,,,,,,,,,
2658,19,0,175.6,107.1,1.1,67.3,,,,,,,,,,
2659,19,0,159.7,99.7,1.9,58.1,,,,,,,,,,
2660,19,0,164.3,101.8,1.5,61,,,,,,,,,,
2661,19,7,141.8,103.4,3.3,35,,,,,,,,,,
2662,19,7,161,108.3,2.7,49.9,,,,,,,,,,
2663,19,7,147.9,106.8,3,38.1,,,,,,,,,,
2664,19,11,134.1,102.3,5.5,26.3,,,,,,,,,,
2665,19,11,133.6,102.8,5.4,25.4,,,,,,,,,,
2666,19,11,132.5,102.6,4.9,24.9,,,,,,,,,,
2667,19,8,142.1,104.6,3.3,34.2,,,,,,,,,,
2668,19,8,142,105,3.5,33.5,,,,,,,,,,
2669,19,8,140.4,104,3.7,32.7,,,,,,,,,,
2670,19,17,122.1,99.1,7.9,15.1,,,,,,,,,,
2671,19,17,131.9,100.6,7.7,23.5,,,,,,,,,,
2672,19,17,126.5,100.6,7.8,18.1,,,,,,,,,,
2673,19,4,148.8,101.4,2.6,44.9,,,,,,,,,,
2674,19,4,149.6,102,2.8,44.8,,,,,,,,,,
2675,19,4,162.3,107.5,2.1,52.8,,,,,,,,,,
2676,19,5,146.1,103.5,2.7,39.9,,,,,,,,,,
2677,19,5,146.6,103.1,2.5,41,,,,,,,,,,
2678,19,5,151.7,104.1,2.4,45.2,,,,,,,,,,
2679,19,16,132.9,103.4,6.6,22.9,,,,,,,,,,
2680,19,16,127,100.1,6.7,20.2,,,,,,,,,,
2681,19,16,126.7,99.7,7.2,19.8,,,,,,,,,,
2682,19,5,155,106.3,2.2,46.4,,,,,,,,,,
2683,19,5,155.8,105.8,2.3,47.7,,,,,,,,,,
2684,19,5,147.7,103.2,2.6,41.8,,,,,,,,,,
2685,19,17,131.9,101.2,7,23.7,,,,,,,,,,
2686,19,17,132.4,103.7,7,21.7,,,,,,,,,,
2687,19,17,125.6,98.2,7.8,19.6,,,,,,,,,,
2688,19,8,144.4,105.9,3.2,35.3,,,,,,,,,,
2689,19,8,139.7,102.3,4,33.3,,,,,,,,,,
2690,19,8,140.9,103.4,3.9,33.6,,,,,,,,,,
2691,19,18,122.8,97.6,8.5,16.8,,,,,,,,,,
2692,19,18,124,97.1,8.7,18.3,,,,,,,,,,
2693,19,18,131,103.3,7.5,20.1,,,,,,,,,,
2694,19,17,124.4,96.4,8.2,19.7,,,,,,,,,,
2695,19,17,122.1,95.7,7.9,18.4,,,,,,,,,,
2696,19,17,128.3,101.9,6.8,19.6,,,,,,,,,,
2697,19,19,133.2,102.7,7.7,22.9,,,,,,,,,,
2698,19,19,128.3,99.2,8.3,20.8,,,,,,,,,,
2699,19,19,121.9,98.2,8.4,15.2,,,,,,,,,,
2700,19,3,160,105.7,2,52.3,,,,,,,,,,
2701,19,3,173,109.3,1.7,62,,,,,,,,,,
2702,19,3,168.2,109,1.7,57.6,,,,,,,,,,
2703,19,12,134.3,104.5,5.1,24.8,,,,,,,,,,
2704,19,12,135.5,103.3,5.4,26.8,,,,,,,,,,
2705,19,12,137,107.1,5,24.9,,,,,,,,,,
2706,19,0,171.7,104.8,1.4,65.5,,,,,,,,,,
2707,19,0,172.8,106.5,1,65.3,,,,,,,,,,
2708,19,0,168,104.4,1.4,62.2,,,,,,,,,,
2709,19,8,137.7,102,3.8,32,,,,,,,,,,
2710,19,8,143.3,103.8,3.8,35.7,,,,,,,,,,
2711,19,8,132.5,99.4,3.9,29.2,,,,,,,,,,
2712,19,11,134.9,102.8,4.8,27.2,,,,,,,,,,
2713,19,11,143.8,105.8,4.4,33.6,,,,,,,,,,
2714,19,11,141.1,106.5,4,30.6,,,,,,,,,,
2715,19,12,146.6,109.5,4.3,32.8,,,,,,,,,,
2716,19,12,131.3,101.1,6,24.2,,,,,,,,,,
2717,19,12,132.7,102.2,5.6,24.9,,,,,,,,,,
2718,19,9,137.2,103.1,3.9,30.1,,,,,,,,,,
2719,19,9,139.4,104.1,3.7,31.5,,,,,,,,,,
2720,19,9,144.1,104.5,3.8,35.9,,,,,,,,,,
2721,19,19,128.3,98.4,8.7,21.1,,,,,,,,,,
2722,19,19,121.5,96.6,8.8,16.1,,,,,,,,,,
2723,19,19,120.9,97.1,8.1,15.7,,,,,,,,,,
2724,19,2,165.6,105.9,1.4,58.3,,,,,,,,,,
2725,19,2,152.7,100.8,1.9,50,,,,,,,,,,
2726,19,2,167,106.1,1.6,59.3,,,,,,,,,,
2727,19,1,173.5,107.4,1.3,64.9,,,,,,,,,,
2728,19,1,187.9,111.5,1.2,75.2,,,,,,,,,,
2729,19,1,164.7,103.8,1.6,59.2,,,,,,,,,,
2730,19,5,153.6,105.3,2.6,45.7,,,,,,,,,,
2731,19,5,152,105,2.4,44.6,,,,,,,,,,
2732,19,5,154.2,105.7,2.5,46,,,,,,,,,,
2733,19,13,138.6,107,5,26.7,,,,,,,,,,
2734,19,13,137.1,104.2,5.7,27.2,,,,,,,,,,
2735,19,13,136.2,103.8,5.4,27,,,,,,,,,,
2736,19,14,131.9,101.2,6.5,24.2,,,,,,,,,,
2737,19,14,135.9,104.4,6.2,25.3,,,,,,,,,,
2738,19,14,133.8,103.4,5.9,24.5,,,,,,,,,,
2739,19,0,169.5,104.8,1.3,63.3,,,,,,,,,,
2740,19,0,174.9,106.1,1.4,67.4,,,,,,,,,,
2741,19,0,179.4,108.5,1.4,69.4,,,,,,,,,,
2742,19,7,147.9,105.5,3.2,39.2,,,,,,,,,,
2743,19,7,143.2,103.9,3.6,35.7,,,,,,,,,,
2744,19,7,136.6,100.5,3.2,32.8,,,,,,,,,,
2745,19,11,136,103.1,5.2,27.7,,,,,,,,,,
2746,19,11,143.6,106.6,4.4,32.5,,,,,,,,,,
2747,19,11,136,103.5,4.7,27.9,,,,,,,,,,
2748,19,4,162.9,106,2.1,54.7,,,,,,,,,,
2749,19,4,168.3,109.5,1.7,57.1,,,,,,,,,,
2750,19,4,146.7,101.2,2.5,43,,,,,,,,,,
2751,19,13,133.1,103,5.5,24.5,,,,,,,,,,
2752,19,13,132.1,101.7,5.8,24.6,,,,,,,,,,
2753,19,13,134.1,105.3,5.5,23.3,,,,,,,,,,
2754,19,16,135.4,106.1,6.4,22.9,,,,,,,,,,
2755,19,16,126.4,100.3,7,19.1,,,,,,,,,,
2756,19,16,133.4,104,6.8,22.6,,,,,,,,,,
2757,19,19,120.1,93.9,8.8,17.4,,,,,,,,,,
2758,19,19,127.8,99.6,8.2,20.1,,,,,,,,,,
2759,19,19,122.3,97.6,8.7,16.1,,,,,,,,,,
2760,9,18,142.2,97.2,3.8,41.2,,,,,,,,,,
2761,9,18,149.6,99.9,3.5,46.2,,,,,,,,,,
2762,9,18,146.6,99.5,3.3,43.7,,,,,,,,,,
2763,9,14,163.3,105.7,1.8,55.9,,,,,,,,,,
2764,9,14,163.6,105.4,1.8,56.4,,,,,,,,,,
2765,9,14,158.7,103.8,2,52.8,,,,,,,,,,
2766,9,17,139.4,95.4,3.2,40.8,,,,,,,,,,
2767,9,17,148.6,100.4,3,45.3,,,,,,,,,,
2768,9,17,149.5,101.1,2.9,45.5,,,,,,,,,,
2769,9,11,168.4,104.1,1.4,62.9,,,,,,,,,,
2770,9,11,158.8,102.8,1.6,54.3,,,,,,,,,,
2771,9,11,161.4,101.1,2.1,58.2,,,,,,,,,,
2772,9,13,157.4,103,2.3,52,,,,,,,,,,
2773,9,13,160,103.1,1.9,55.1,,,,,,,,,,
2774,9,13,158,100.5,2.3,55.1,,,,,,,,,,
2775,9,2,212.5,106.9,1,104.6,,,,,,,,,,
2776,9,2,204.6,104.2,0.7,99.7,,,,,,,,,,
2777,9,2,192.4,101.2,0.9,90.3,,,,,,,,,,
2778,9,0,217,105.6,0.5,110.9,,,,,,,,,,
