,reorder_point,order_size,total_cost,ordering_cost,holding_cost,shortage_cost
2709,-8,15,237.7,104.3,0.7,132.7
2710,-8,15,222.0,99.0,0.5,122.6
2711,-8,15,206.5,93.3,0.4,112.9
2712,-8,11,244.7,105.0,0.5,139.2
2713,-8,11,250.3,105.1,0.6,144.5
2714,-8,11,246.7,105.7,0.4,140.7
2715,-8,2,270.3,98.9,0.7,170.8
2716,-8,2,281.8,102.1,0.8,178.9
2717,-8,2,283.2,103.4,0.7,179.2
2718,-8,4,282.7,106.1,0.8,175.8
2719,-8,4,271.3,102.8,0.6,167.8
2720,-8,4,275.4,103.1,0.7,171.6
2721,-8,10,233.6,99.9,0.7,133.0
2722,-8,10,235.5,99.1,0.4,136.0
2723,-8,10,246.0,102.2,0.4,143.4
2724,-8,8,259.3,104.4,0.4,154.5
2725,-8,8,257.4,104.7,0.4,152.4
2726,-8,8,264.9,107.0,0.3,157.6
2727,-8,0,303.4,106.9,0.5,196.0
2728,-8,0,294.5,103.2,0.9,190.3
2729,-8,0,298.7,105.9,0.7,192.1
2730,-8,2,298.0,107.1,0.6,190.3
2731,-8,2,297.1,107.1,0.7,189.3
2732,-8,2,275.4,100.6,0.9,174.0
2733,-8,8,252.4,103.2,0.5,148.7
2734,-8,8,262.0,104.7,0.6,156.7
2735,-8,8,252.5,102.8,0.8,149.0
2736,-8,1,284.5,102.7,0.6,181.2
2737,-8,1,288.8,104.2,0.7,183.8
2738,-8,1,297.5,105.2,0.7,191.6
2739,-8,18,212.5,99.1,0.9,112.6
2740,-8,18,207.0,95.5,0.8,110.7
2741,-8,18,216.2,98.4,1.1,116.7
2742,-8,9,253.6,104.5,0.4,148.7
2743,-8,9,247.8,102.1,0.4,145.3
2744,-8,9,253.2,104.4,0.8,148.0
2745,-8,3,289.0,106.3,0.7,182.0
2746,-8,3,291.8,108.4,0.5,182.9
2747,-8,3,295.3,108.0,0.7,186.6
2748,-8,8,251.7,101.6,0.8,149.3
2749,-8,8,259.4,105.1,0.6,153.6
2750,-8,8,264.3,105.9,0.6,157.9
2751,-8,2,292.0,106.0,0.5,185.6
2752,-8,2,283.7,103.9,0.5,179.2
2753,-8,2,286.4,103.8,0.7,182.0
2754,-8,7,259.8,103.2,0.6,156.1
2755,-8,7,262.1,103.9,0.9,157.3
2756,-8,7,250.7,101.2,0.8,148.7
2757,-8,12,231.5,100.0,0.6,130.9
2758,-8,12,233.4,99.6,0.6,133.2
2759,-8,12,218.3,96.6,0.9,120.8
2760,-3,6,250.2,106.2,0.4,143.6
2761,-3,6,253.2,106.4,0.7,146.2
2762,-3,6,238.1,101.6,1.2,135.3
2763,-3,10,220.7,103.1,0.7,116.9
2764,-3,10,224.0,103.8,0.6,119.6
2765,-3,10,205.2,97.4,0.8,107.0
2766,-3,0,273.5,103.6,0.6,169.2
2767,-3,0,258.4,99.7,0.6,158.1
2768,-3,0,269.7,104.0,0.7,165.0
2769,-3,13,219.4,105.0,0.7,113.7
2770,-3,13,218.3,104.1,0.8,113.4
2771,-3,13,198.7,97.1,0.8,100.8
2772,-3,0,275.1,105.6,0.7,168.8
2773,-3,0,265.9,102.4,0.6,163.0
2774,-3,0,277.9,106.6,0.6,170.7
2775,-3,16,190.2,98.9,0.7,90.6
2776,-3,16,187.5,95.7,0.8,91.0
2777,-3,16,194.2,97.9,1.0,95.3
2778,-3,5,241.7,102.6,0.9,138.2
2779,-3,5,253.8,106.4,0.4,147.1
2780,-3,5,249.5,104.8,0.7,144.0
2781,-3,0,274.7,105.6,0.6,168.5
2782,-3,0,289.6,109.9,0.3,179.4
2783,-3,0,263.3,100.9,0.7,161.7
2784,-3,2,252.9,101.3,0.5,151.1
2785,-3,2,254.3,101.8,0.7,151.9
2786,-3,2,270.2,106.2,0.6,163.4
2787,-3,17,201.8,104.0,0.8,97.1
2788,-3,17,187.1,98.7,0.8,87.6
2789,-3,17,189.7,99.4,0.6,89.8
2790,-3,13,205.8,101.9,0.6,103.3
2791,-3,13,210.7,103.5,0.5,106.7
2792,-3,13,205.0,101.5,0.6,102.9
2793,-3,0,285.0,107.6,0.7,176.7
2794,-3,0,261.0,101.4,0.7,158.9
2795,-3,0,278.1,105.5,0.3,172.3
2796,-3,4,234.9,99.6,0.7,134.6
2797,-3,4,251.2,104.3,0.6,146.3
2798,-3,4,252.8,103.9,0.6,148.3
2799,-3,10,209.9,99.7,0.5,109.8
2800,-3,10,220.3,103.0,0.5,116.8
2801,-3,10,227.0,104.7,0.8,121.5
2802,-3,6,226.9,100.2,0.7,126.0
2803,-3,6,244.4,105.1,0.8,138.5
2804,-3,6,250.7,106.8,0.5,143.4
2805,-3,3,252.9,101.0,0.9,151.0
2806,-3,3,257.0,103.2,0.6,153.2
2807,-3,3,255.6,102.9,0.4,152.3
2808,-3,13,217.0,104.6,0.8,111.7
2809,-3,13,208.8,103.7,0.7,104.3
2810,-3,13,210.1,102.8,0.7,106.5
2811,-3,8,223.7,101.1,0.7,121.8
2812,-3,8,232.8,103.7,0.5,128.6
2813,-3,8,238.0,103.0,0.6,134.4
2814,-3,3,250.9,102.2,0.5,148.1
2815,-3,3,258.3,104.7,0.3,153.3
2816,-3,3,261.9,104.6,0.6,156.7
2817,-3,2,266.1,105.0,0.5,160.6
2818,-3,2,260.8,105.2,0.5,155.1
2819,-3,2,270.7,106.1,0.7,163.9
2820,-3,3,253.9,102.8,0.4,150.6
2821,-3,3,260.5,105.3,0.7,154.6
2822,-3,3,249.4,100.9,0.7,147.8
2823,-3,5,257.9,107.7,1.0,149.2
2824,-3,5,263.4,109.7,0.5,153.2
2825,-3,5,243.9,102.7,0.6,140.5
2826,-3,8,228.8,102.1,0.4,126.3
2827,-3,8,228.5,101.2,0.8,126.5
2828,-3,8,225.4,102.3,0.8,122.4
2829,-3,15,207.8,103.1,0.6,104.1
2830,-3,15,201.2,102.0,0.6,98.6
2831,-3,15,202.3,101.7,0.7,100.0
2832,-3,11,221.6,103.6,0.5,117.6
2833,-3,11,214.2,103.0,0.6,110.7
2834,-3,11,213.8,103.1,0.7,110.0
2835,-3,2,267.2,105.3,0.5,161.3
2836,-3,2,265.3,105.4,0.6,159.4
2837,-3,2,259.1,102.7,0.4,155.9
2838,-3,4,259.2,105.6,0.8,152.8
2839,-3,4,245.0,102.3,1.0,141.7
2840,-3,4,247.7,103.0,0.6,144.1
2841,-3,10,231.6,107.0,0.6,124.1
2842,-3,10,215.2,101.8,0.7,112.7
2843,-3,10,221.0,103.7,0.6,116.7
2844,-3,8,237.6,105.6,0.7,131.4
2845,-3,8,243.2,106.9,1.0,135.2
2846,-3,8,227.0,102.9,0.6,123.5
2847,-3,0,262.4,101.8,0.8,159.9
2848,-3,0,272.8,104.2,0.5,168.0
2849,-3,0,269.7,102.9,0.4,166.4
2850,-3,2,262.7,103.8,0.6,158.3
2851,-3,2,262.1,105.5,0.5,156.1
2852,-3,2,272.3,106.2,0.8,165.2
2853,-3,8,231.9,103.3,0.7,127.9
2854,-3,8,237.9,106.4,0.5,131.1
2855,-3,8,223.9,99.9,0.6,123.5
2856,-3,1,267.2,105.0,0.5,161.7
2857,-3,1,268.8,104.3,1.3,163.2
2858,-3,1,263.9,104.0,0.6,159.2
2859,-3,18,181.2,96.9,0.8,83.5
2860,-3,18,188.3,99.1,1.2,88.1
2861,-3,18,191.6,100.2,1.2,90.3
2862,-3,9,235.0,105.7,0.8,128.5
2863,-3,9,237.6,107.8,0.4,129.5
2864,-3,9,222.5,101.8,0.6,120.1
2865,-3,3,264.4,105.7,0.8,157.9
2866,-3,3,256.6,103.8,0.5,152.3
2867,-3,3,261.3,105.1,0.9,155.4
2868,-3,8,244.4,106.3,0.7,137.5
2869,-3,8,231.4,102.4,0.9,128.1
2870,-3,8,229.2,103.1,0.7,125.4
2871,-3,2,266.8,105.6,0.6,160.5
2872,-3,2,266.5,106.6,0.5,159.3
2873,-3,2,265.7,105.0,0.5,160.2
2874,-3,7,237.9,104.7,0.8,132.4
2875,-3,7,235.7,103.4,0.8,131.5
2876,-3,7,229.7,102.1,0.8,126.7
2877,-3,12,209.3,103.2,0.5,105.7
2878,-3,12,217.9,103.1,0.5,114.3
2879,-3,12,206.9,102.2,0.9,103.9
2880,-7,6,258.2,103.2,0.5,154.5
2881,-7,6,252.4,102.0,0.7,149.7
2882,-7,6,265.4,105.7,0.4,159.3
2883,-7,10,236.4,100.2,0.3,135.9
2884,-7,10,244.1,105.0,0.8,138.3
2885,-7,10,240.1,102.5,0.5,137.0
2886,-7,0,275.3,99.4,0.5,175.4
2887,-7,0,300.4,106.9,0.3,193.2
2888,-7,0,288.5,102.8,0.6,185.1
2889,-7,13,225.6,100.3,0.6,124.7
2890,-7,13,241.9,106.3,0.6,135.0
2891,-7,13,221.8,99.7,0.9,121.2
2892,-7,0,298.1,105.7,0.6,191.7
2893,-7,0,298.8,105.9,0.6,192.3
2894,-7,0,284.6,102.3,0.7,181.6
2895,-7,16,215.9,99.9,0.8,115.2
2896,-7,16,210.4,96.3,0.9,113.2
2897,-7,16,208.1,97.2,0.5,110.4
2898,-7,5,270.9,104.6,0.4,165.9
2899,-7,5,256.8,101.2,0.7,154.9
2900,-7,5,273.0,104.8,0.9,167.3
2901,-7,0,293.6,105.2,0.7,187.7
2902,-7,0,309.1,110.1,0.6,198.5
2903,-7,0,292.6,103.5,0.4,188.7
2904,-7,2,288.2,105.9,0.8,181.5
2905,-7,2,282.3,104.1,1.0,177.2
2906,-7,2,282.6,103.8,0.4,178.3
2907,-7,17,214.2,100.2,0.9,113.1
2908,-7,17,209.5,97.8,0.5,111.2
2909,-7,17,206.6,97.8,0.9,107.9
2910,-7,13,224.2,100.7,0.7,122.8
2911,-7,13,207.9,96.0,0.4,111.4
2912,-7,13,237.5,105.6,0.5,131.3
2913,-7,0,296.9,106.1,0.8,190.1
2914,-7,0,294.2,104.4,0.7,189.1
2915,-7,0,286.8,103.6,0.6,182.6
2916,-7,4,259.3,100.2,0.6,158.5
2917,-7,4,267.0,101.4,0.8,164.7
2918,-7,4,280.8,107.6,0.6,172.7
2919,-7,10,244.5,104.0,0.6,139.9
2920,-7,10,245.0,104.3,0.5,140.2
2921,-7,10,252.2,106.0,0.6,145.6
2922,-7,6,261.0,102.9,0.9,157.2
2923,-7,6,267.7,106.0,0.5,161.2
2924,-7,6,259.6,103.0,0.6,156.0
2925,-7,3,275.3,102.8,0.7,171.7
2926,-7,3,272.0,104.2,0.3,167.5
2927,-7,3,273.9,103.7,0.5,169.8
2928,-7,13,227.0,102.5,0.7,123.8
2929,-7,13,227.0,102.1,0.4,124.5
2930,-7,13,236.1,105.1,0.8,130.2
2931,-7,8,253.9,103.9,0.7,149.2
2932,-7,8,256.7,104.0,0.7,152.0
2933,-7,8,244.1,102.2,0.6,141.4
2934,-7,3,268.7,101.1,0.4,167.1
2935,-7,3,272.3,102.8,0.5,169.0
2936,-7,3,271.3,102.6,0.7,168.0
2937,-7,2,287.3,105.6,0.7,181.0
2938,-7,2,293.7,108.2,0.7,184.7
2939,-7,2,285.1,105.1,0.7,179.3
2940,-7,3,285.8,105.9,0.4,179.5
2941,-7,3,266.3,100.8,0.7,164.7
2942,-7,3,276.6,104.4,0.7,171.5
2943,-7,5,263.8,102.9,0.5,160.4
2944,-7,5,263.5,104.1,0.7,158.7
2945,-7,5,268.6,104.3,0.8,163.5
2946,-7,8,250.9,103.1,0.4,147.4
2947,-7,8,261.2,106.3,0.7,154.2
2948,-7,8,247.8,103.7,0.5,143.6
2949,-7,15,222.1,102.6,0.6,118.9
2950,-7,15,208.9,98.3,0.8,109.8
2951,-7,15,211.2,98.4,0.6,112.1
2952,-7,11,218.0,97.1,0.9,120.1
2953,-7,11,234.4,102.1,0.8,131.4
2954,-7,11,232.2,102.0,0.4,129.9
2955,-7,2,283.5,104.0,0.4,179.1
2956,-7,2,286.7,105.1,0.5,181.1
2957,-7,2,276.2,102.3,0.5,173.4
2958,-7,4,275.1,105.6,0.4,169.1
2959,-7,4,272.5,104.5,0.6,167.4
2960,-7,4,269.0,103.3,1.0,164.7
2961,-7,10,236.0,100.6,0.8,134.6
2962,-7,10,244.0,103.9,0.5,139.6
2963,-7,10,235.0,101.7,0.5,132.7
2964,-7,8,253.4,104.6,0.6,148.1
2965,-7,8,242.4,100.3,0.7,141.5
2966,-7,8,254.0,104.9,0.7,148.5
2967,-7,0,289.6,104.1,0.7,184.8
2968,-7,0,285.6,102.4,0.6,182.6
2969,-7,0,297.4,104.9,0.5,192.1
2970,-7,2,290.2,106.7,0.7,182.8
2971,-7,2,281.3,102.7,0.7,177.8
2972,-7,2,276.1,103.5,0.7,171.9
2973,-7,8,249.5,103.1,0.6,145.9
2974,-7,8,254.7,105.0,0.7,149.0
2975,-7,8,255.0,104.3,0.7,150.0
2976,-7,1,292.5,105.6,0.9,186.0
2977,-7,1,285.1,103.4,0.8,180.9
2978,-7,1,285.1,103.6,0.7,180.7
2979,-7,18,207.5,98.4,1.0,108.1
2980,-7,18,206.1,98.5,0.8,106.8
2981,-7,18,212.6,102.1,0.6,109.9
2982,-7,9,238.6,100.9,0.7,136.9
2983,-7,9,248.0,105.0,0.6,142.4
2984,-7,9,259.6,107.0,0.6,151.9
2985,-7,3,276.1,103.5,0.7,171.9
2986,-7,3,274.6,104.3,0.8,169.6
2987,-7,3,271.5,100.9,0.8,169.8
2988,-7,8,250.3,103.4,0.7,146.2
2989,-7,8,257.1,104.0,0.6,152.5
2990,-7,8,257.2,106.4,0.5,150.3
2991,-7,2,300.9,110.2,0.7,189.9
2992,-7,2,290.1,106.9,0.8,182.4
2993,-7,2,280.4,105.0,0.6,174.9
2994,-7,7,255.9,102.8,0.5,152.6
2995,-7,7,255.4,104.0,0.6,150.7
2996,-7,7,260.9,106.1,0.5,154.2
2997,-7,12,245.8,107.2,0.5,138.1
2998,-7,12,235.1,104.1,0.6,130.4
2999,-7,12,236.9,103.6,0.7,132.5
3000,8,6,180.7,100.8,1.0,78.8
3001,8,6,180.0,101.6,0.7,77.7
3002,8,6,187.9,103.5,0.7,83.7
3003,8,10,165.3,100.6,1.4,63.3
3004,8,10,185.6,108.4,1.2,76.0
3005,8,10,173.6,103.3,1.1,69.2
3006,8,0,213.3,101.9,0.8,110.6
3007,8,0,215.7,104.2,0.9,110.6
3008,8,0,222.9,105.7,0.5,116.6
3009,8,13,156.8,99.6,1.8,55.4
3010,8,13,181.7,108.4,1.4,71.9
3011,8,13,167.3,105.0,1.6,60.6
3012,8,0,220.1,105.7,0.6,113.8
3013,8,0,215.5,103.8,0.6,111.1
3014,8,0,222.4,105.0,0.6,116.8
3015,8,16,147.4,97.8,2.4,47.3
3016,8,16,161.4,105.1,2.3,54.1
3017,8,16,147.6,97.9,2.6,47.1
3018,8,5,187.4,102.5,0.7,84.2
3019,8,5,197.1,104.7,0.6,91.9
3020,8,5,201.7,106.9,0.8,94.0
3021,8,0,220.7,105.2,0.5,115.0
3022,8,0,232.8,107.5,0.4,124.9
3023,8,0,215.8,104.3,0.6,110.9
3024,8,2,209.0,104.4,0.9,103.7
3025,8,2,205.4,103.4,0.7,101.3
3026,8,2,209.3,104.0,0.7,104.6
3027,8,17,145.9,101.2,2.7,41.9
3028,8,17,140.8,94.5,3.2,43.1
3029,8,17,153.4,101.0,2.6,49.8
3030,8,13,163.2,102.9,1.7,58.6
3031,8,13,162.6,102.0,2.1,58.5
3032,8,13,153.6,100.4,2.2,51.0
3033,8,0,211.1,102.5,0.7,108.0
3034,8,0,213.5,101.9,0.8,110.7
3035,8,0,226.6,107.6,0.6,118.3
3036,8,4,186.5,101.2,0.8,84.6
3037,8,4,201.5,104.0,1.4,96.1
3038,8,4,206.2,105.5,0.9,99.8
3039,8,10,178.2,105.9,1.2,71.1
3040,8,10,175.6,104.4,1.3,70.0
3041,8,10,172.0,102.3,1.4,68.2
3042,8,6,196.6,105.5,0.9,90.2
3043,8,6,204.0,108.7,0.6,94.6
3044,8,6,173.0,98.3,0.9,73.8
3045,8,3,190.8,101.0,0.7,89.1
3046,8,3,203.7,103.4,0.5,99.8
3047,8,3,201.9,102.7,0.6,98.6
3048,8,13,158.3,102.7,1.8,53.8
3049,8,13,170.0,106.5,1.3,62.1
3050,8,13,165.1,103.7,1.4,60.0
3051,8,8,168.9,100.6,1.2,67.2
3052,8,8,176.9,103.1,0.9,72.9
3053,8,8,179.3,103.5,0.9,74.9
3054,8,3,214.0,107.8,0.6,105.6
3055,8,3,197.6,101.4,0.8,95.4
3056,8,3,202.2,104.4,0.7,97.1
3057,8,2,214.2,106.0,0.8,107.4
3058,8,2,209.5,104.7,0.5,104.3
3059,8,2,219.9,108.5,0.5,110.9
3060,8,3,207.5,106.1,0.5,100.9
3061,8,3,214.8,107.4,0.5,106.9
3062,8,3,202.6,104.9,0.6,97.0
3063,8,5,194.8,104.3,0.8,89.8
3064,8,5,183.6,99.8,0.8,83.1
3065,8,5,199.8,106.4,0.5,92.9
3066,8,8,180.6,104.6,0.9,75.2
3067,8,8,197.7,107.5,1.0,89.2
3068,8,8,175.7,103.5,1.0,71.3
3069,8,15,161.6,103.5,1.8,56.4
3070,8,15,150.0,100.6,2.1,47.3
3071,8,15,167.9,105.5,2.0,60.4
3072,8,11,180.4,106.8,1.4,72.3
3073,8,11,172.3,104.1,1.5,66.7
3074,8,11,166.3,102.9,1.5,62.0
3075,8,2,200.0,102.0,0.5,97.5
3076,8,2,211.6,106.6,0.7,104.3
3077,8,2,206.8,104.9,0.6,101.4
3078,8,4,205.3,105.0,0.7,99.6
3079,8,4,202.9,105.3,0.7,96.8
3080,8,4,205.8,106.0,0.9,98.9
3081,8,10,179.8,105.0,1.1,73.7
3082,8,10,167.3,102.6,1.4,63.2
3083,8,10,166.2,101.2,1.6,63.4
3084,8,8,179.7,103.2,1.2,75.3
3085,8,8,174.2,102.2,1.1,70.9
3086,8,8,189.9,107.9,0.9,81.0
3087,8,0,217.7,104.5,0.5,112.7
3088,8,0,220.3,105.2,0.8,114.4
3089,8,0,228.9,107.9,0.5,120.5
3090,8,2,199.1,100.9,0.8,97.3
3091,8,2,212.5,105.4,0.6,106.5
3092,8,2,207.3,102.9,0.9,103.6
3093,8,8,186.0,107.7,0.6,77.7
3094,8,8,181.4,103.8,1.1,76.5
3095,8,8,189.8,106.0,0.9,82.9
3096,8,1,225.0,107.4,0.5,117.0
3097,8,1,215.6,104.2,0.4,111.1
3098,8,1,210.7,103.8,0.7,106.2
3099,8,18,149.7,101.8,2.7,45.2
3100,8,18,140.1,94.5,3.1,42.5
3101,8,18,153.0,101.3,2.7,49.0
3102,8,9,178.9,103.5,1.4,74.0
3103,8,9,179.8,105.4,1.0,73.4
3104,8,9,183.2,105.4,0.9,76.8
3105,8,3,214.3,107.6,0.8,105.9
3106,8,3,204.1,103.6,0.6,99.9
3107,8,3,203.3,104.2,1.0,98.0
3108,8,8,180.5,104.3,1.1,75.2
3109,8,8,173.7,101.9,1.0,70.8
3110,8,8,180.0,104.9,0.9,74.2
3111,8,2,220.6,108.1,0.7,111.8
3112,8,2,204.7,103.2,0.7,100.9
3113,8,2,214.5,104.8,0.8,108.8
3114,8,7,207.2,111.4,0.6,95.1
3115,8,7,196.7,108.3,0.7,87.7
3116,8,7,191.2,104.9,1.0,85.3
3117,8,12,164.4,104.2,1.5,58.8
3118,8,12,173.3,106.5,1.5,65.3
3119,8,12,169.1,104.6,1.5,63.1
3120,3,6,211.1,103.4,0.7,107.0
3121,3,6,217.5,106.5,0.5,110.5
3122,3,6,210.4,104.0,0.5,106.0
3123,3,10,196.3,103.7,0.9,91.7
3124,3,10,191.0,100.9,0.9,89.2
3125,3,10,208.6,107.9,0.8,99.9
3126,3,0,242.2,103.7,0.5,138.0
3127,3,0,245.5,106.6,0.5,138.5
3128,3,0,248.2,104.6,1.0,142.7
3129,3,13,186.2,103.4,0.7,82.0
3130,3,13,178.7,101.0,1.0,76.8
3131,3,13,194.2,107.0,1.2,86.0
3132,3,0,232.8,99.9,1.0,131.9
3133,3,0,242.4,104.3,0.6,137.6
3134,3,0,243.9,104.4,0.7,138.9
3135,3,16,174.3,102.4,1.4,70.5
3136,3,16,174.1,101.9,1.4,70.8
3137,3,16,168.3,100.9,1.2,66.2
3138,3,5,211.7,101.1,0.5,110.1
3139,3,5,204.7,99.3,0.8,104.6
3140,3,5,214.4,102.6,0.8,111.0
3141,3,0,236.8,102.6,0.6,133.6
3142,3,0,252.2,105.7,0.7,145.8
3143,3,0,246.1,104.6,0.7,140.8
3144,3,2,238.8,105.4,0.6,132.8
3145,3,2,225.3,101.3,0.9,123.1
3146,3,2,227.0,103.5,0.5,123.0
3147,3,17,166.9,99.0,1.5,66.3
3148,3,17,174.4,104.0,1.4,69.0
3149,3,17,177.2,104.6,1.3,71.3
3150,3,13,189.8,104.7,0.8,84.3
3151,3,13,183.5,103.5,1.0,78.9
3152,3,13,197.5,109.7,0.8,87.0
3153,3,0,247.2,105.5,0.5,141.2
3154,3,0,235.1,102.1,1.0,132.0
3155,3,0,241.7,102.0,0.9,138.8
3156,3,4,238.1,109.2,0.8,128.1
3157,3,4,223.2,105.3,0.5,117.4
3158,3,4,223.1,103.9,0.8,118.5
3159,3,10,186.3,100.8,0.7,84.7
3160,3,10,200.7,106.5,0.8,93.4
3161,3,10,191.5,100.6,1.4,89.6
3162,3,6,202.0,100.8,0.7,100.6
3163,3,6,210.5,101.9,1.2,107.4
3164,3,6,218.5,106.4,0.6,111.5
3165,3,3,223.8,102.5,0.7,120.6
3166,3,3,219.4,101.2,0.9,117.3
3167,3,3,225.7,103.0,0.9,121.8
3168,3,13,194.7,108.3,0.6,85.8
3169,3,13,170.4,96.4,1.5,72.4
3170,3,13,188.3,104.4,1.0,82.9
3171,3,8,208.4,104.9,0.8,102.8
3172,3,8,205.1,104.7,0.7,99.6
3173,3,8,207.5,104.5,0.7,102.4
3174,3,3,243.5,109.4,0.7,133.4
3175,3,3,242.7,108.1,0.6,133.9
3176,3,3,240.9,107.8,0.7,132.5
3177,3,2,225.2,100.5,0.9,123.7
3178,3,2,222.6,101.3,0.6,120.8
3179,3,2,227.0,102.4,0.7,123.8
3180,3,3,228.1,103.2,0.8,124.2
3181,3,3,222.7,102.6,0.8,119.3
3182,3,3,229.0,104.9,0.5,123.6
3183,3,5,223.2,105.4,0.7,117.1
3184,3,5,222.1,106.4,0.6,115.2
3185,3,5,219.2,104.5,0.6,114.2
3186,3,8,207.4,105.8,0.8,100.9
3187,3,8,200.8,103.3,0.4,97.0
3188,3,8,209.4,106.4,0.8,102.2
3189,3,15,174.8,102.3,1.3,71.3
3190,3,15,168.1,98.5,1.3,68.3
3191,3,15,176.9,103.2,1.3,72.4
3192,3,11,192.9,105.9,0.6,86.5
3193,3,11,190.9,105.2,0.9,84.8
3194,3,11,198.4,107.1,0.9,90.4
3195,3,2,231.3,102.0,0.7,128.6
3196,3,2,220.5,100.9,0.6,119.1
3197,3,2,243.3,107.8,0.8,134.8
3198,3,4,232.9,107.5,0.6,124.8
3199,3,4,232.4,106.7,0.7,125.0
3200,3,4,214.3,102.1,0.5,111.7
3201,3,10,193.9,102.8,0.7,90.3
3202,3,10,205.8,107.1,0.7,98.0
3203,3,10,195.7,104.0,0.7,91.1
3204,3,8,189.8,99.6,0.7,89.5
3205,3,8,207.8,105.9,0.3,101.5
3206,3,8,205.6,104.6,0.8,100.2
3207,3,0,251.5,106.4,0.4,144.7
3208,3,0,255.7,107.1,0.6,148.0
3209,3,0,234.5,100.8,0.6,133.1
3210,3,2,243.7,106.7,0.8,136.2
3211,3,2,234.1,105.8,0.5,127.8
3212,3,2,228.0,103.2,0.7,124.1
3213,3,8,204.2,104.2,0.7,99.3
3214,3,8,207.3,105.6,0.7,101.0
3215,3,8,200.3,102.1,1.1,97.0
3216,3,1,239.7,105.4,0.6,133.7
3217,3,1,248.4,106.8,0.6,141.0
3218,3,1,232.9,102.7,0.7,129.5
3219,3,18,152.8,91.3,1.5,60.0
3220,3,18,166.3,97.7,1.8,66.8
3221,3,18,167.6,100.7,1.4,65.5
3222,3,9,194.0,103.0,0.6,90.4
3223,3,9,195.9,101.1,0.6,94.1
3224,3,9,201.1,104.4,0.8,95.9
3225,3,3,233.4,104.6,0.5,128.3
3226,3,3,223.6,103.2,0.7,119.7
3227,3,3,228.7,104.0,0.5,124.3
3228,3,8,199.6,101.4,0.7,97.4
3229,3,8,218.6,110.2,0.9,107.4
3230,3,8,195.7,102.4,0.8,92.5
3231,3,2,221.9,101.6,0.5,119.8
3232,3,2,231.4,103.9,0.6,126.9
3233,3,2,237.5,106.3,0.7,130.5
3234,3,7,206.6,103.7,0.6,102.3
3235,3,7,216.7,107.3,0.7,108.7
3236,3,7,194.3,98.9,0.9,94.5
3237,3,12,182.4,100.9,1.1,80.4
3238,3,12,194.4,106.0,0.9,87.6
3239,3,12,185.0,101.5,1.0,82.5
3240,-7,6,261.7,104.6,0.6,156.5
3241,-7,6,247.5,99.1,0.6,147.7
3242,-7,6,248.0,99.1,0.7,148.2
3243,-7,10,253.9,106.8,0.4,146.6
3244,-7,10,241.8,103.5,0.8,137.5
3245,-7,10,247.0,106.3,0.5,140.2
3246,-7,0,293.4,105.0,0.6,187.8
3247,-7,0,293.7,104.4,0.7,188.7
3248,-7,0,294.3,105.7,0.5,188.2
3249,-7,13,240.5,105.7,0.7,134.1
3250,-7,13,236.7,103.1,0.4,133.2
3251,-7,13,231.3,102.4,0.7,128.2
3252,-7,0,281.4,100.7,0.8,179.9
3253,-7,0,271.2,99.3,0.8,171.1
3254,-7,0,289.1,104.2,0.6,184.2
3255,-7,16,231.2,105.2,0.7,125.2
3256,-7,16,226.2,102.5,0.7,123.0
3257,-7,16,220.6,102.6,0.7,117.3
3258,-7,5,266.0,103.6,0.5,162.0
3259,-7,5,265.4,104.2,0.4,160.8
3260,-7,5,270.5,105.1,0.5,164.9
3261,-7,0,293.8,105.7,0.7,187.4
3262,-7,0,296.6,106.5,1.0,189.1
3263,-7,0,295.5,106.1,0.6,188.8
3264,-7,2,280.0,104.0,0.7,175.3
3265,-7,2,281.8,104.6,0.5,176.7
3266,-7,2,288.9,106.8,0.6,181.5
3267,-7,17,217.8,100.2,0.5,117.1
3268,-7,17,212.5,99.7,0.6,112.1
3269,-7,17,215.5,98.1,0.5,116.9
3270,-7,13,227.6,101.5,0.4,125.7
3271,-7,13,237.0,102.9,0.9,133.2
3272,-7,13,241.9,107.2,0.5,134.2
3273,-7,0,286.3,102.3,0.5,183.5
3274,-7,0,287.4,102.5,0.4,184.5
3275,-7,0,285.0,102.7,0.3,182.0
3276,-7,4,280.2,107.2,0.5,172.4
3277,-7,4,260.0,100.1,0.4,159.5
3278,-7,4,259.8,101.0,0.5,158.3
3279,-7,10,237.2,100.4,0.8,136.0
3280,-7,10,245.7,103.9,0.4,141.4
3281,-7,10,239.9,102.4,0.7,136.8
3282,-7,6,270.0,105.8,0.7,163.5
3283,-7,6,256.5,102.5,0.7,153.3
3284,-7,6,258.4,103.9,0.6,153.9
3285,-7,3,278.3,105.0,0.6,172.7
3286,-7,3,268.8,101.0,0.5,167.4
3287,-7,3,273.9,103.5,0.6,169.8
3288,-7,13,240.1,105.5,0.6,133.9
3289,-7,13,235.4,103.5,0.5,131.4
3290,-7,13,230.9,100.8,0.6,129.5
3291,-7,8,240.8,99.6,1.0,140.3
3292,-7,8,248.2,102.9,0.7,144.7
3293,-7,8,251.0,104.0,0.6,146.4
3294,-7,3,276.4,103.4,0.8,172.2
3295,-7,3,277.8,104.2,0.7,172.9
3296,-7,3,278.3,105.8,0.5,172.0
3297,-7,2,287.4,107.4,0.5,179.6
3298,-7,2,286.6,105.7,0.6,180.3
3299,-7,2,283.4,104.2,0.6,178.6
